ID,DESC,LAT,LNG,EQUIV
NOOA:3CLO3,CLATSOP SPIT NEAR WARRENTON 6NW,46.2311,-124,HADSMAP,,,,,
NOOA:53S,PT WILSON,48.1442,-122.754,HADSMAP,,,,,
NOOA:91S,WEATHER STATION NEAR ALKI POINT,47.5761,-122.42,HADSMAP,,,,,
NOOA:99S,POINT ROBINSON COAST GUARD LIGHT STATION,47.3878,-122.375,HADSMAP,,,,,
NOOA:AAAC1,SAN ANDREAS NEAR RIO VISTA 7SE (SAL),38.1039,-121.592,HADSMAP,,CDEC:SAL,,299.9506;R1b2f59cc6e76e641,San Joaquin River O7 L1 Drainage:105694km2 AvgFlow:6838cfs AvgPrecip:394mm AvgTemp:16C
NOOA:AACO1,ALLIANCE,40.95,-81.1167,HADSMAP,,,,991.1216;R2fddf84b8e59e341,Mahoning River O4 L3 Drainage:253km2 AvgFlow:114cfs AvgPrecip:994mm AvgTemp:10C
NOOA:AADN5,ACADEMY ACRES DRAIN IN ALBUQUERQUE NM,35.1511,-106.5731,HADSLIST;HADSMAP,,USGS:08329880,,857.0528;Ree7cbfc6c1adb441,Bear Arroyo O1 L3 Drainage:34km2 AvgFlow:6cfs AvgPrecip:269mm AvgTemp:13C
NOOA:AAIT2,WILLIAMSON CREEK AT MANCHACA ROAD AT AUSTIN,30.2211,-97.7933,HADSLIST;HADSMAP,,USGS:08158930,,624.2392;Rc1cadd0e5d3ce541,Williamson Creek O2 L3 Drainage:44km2 AvgFlow:6cfs AvgPrecip:883mm AvgTemp:20C
NOOA:AAKA2,ANTLER RIVER BELOW ANTLER LAKE NEAR AUKE BAY 32N,58.8519,-134.709,HADSLIST;HADSMAP,,USGS:15055500,,,
NOOA:AANG1,PEACHTREE CREEK AT NORTHSIDE DRIVE AT ATLANTA,33.8194,-84.4078,HADSLIST;HADSMAP,,USGS:02336300,,450.2269;R0ad7832feb4ee741,Peachtree Creek O4 L2 Drainage:206km2 AvgFlow:121cfs AvgPrecip:1334mm AvgTemp:16C
NOOA:AARN5,SAN ANTONIO ARROYO AT RIO GRANDE CONFLUENCE IN ABQ,35.1364,-106.6897,HADSLIST;HADSMAP,,USGS:083299377,,979.4765;R5a6453190169e941,Rio Grande O7 L1 Drainage:36749km2 AvgFlow:2259cfs AvgPrecip:247mm AvgTemp:13C
NOOA:AASC1,BEAR CANYON CREEK AT ANDERSON SPRINGS RD NEAR CASTLE ROCK SPRINGS 2ENE,38.7753,-122.689,HADSLIST;HADSMAP,,USGS:11453155;CDEC:BAN,,560.4456;R8b6c27b0822ad241,Bear Canyon Creek O1 L4 Drainage:6km2 AvgFlow:7cfs AvgPrecip:1306mm AvgTemp:14C
NOOA:AATC1,ALTAMONT RAWS NEAR LIVERMORE 5WSW,37.6931,-121.609,HADSMAP,,,,708.1449;R560ec9c724b7e841, O1 L4 Drainage:7km2 AvgFlow:1cfs AvgPrecip:425mm AvgTemp:16C
NOOA:AATC2,ALAMOSA RIVER BELOW TERRACE RESERVOIR NEAR PLATORO 10ENE (ALABELCO),37.3528,-106.277,HADSMAP,,CDWR:ALABELCO,,928.1908;Rbe9fc29a8b7ae241,Alamosa River O3 L3 Drainage:288km2 AvgFlow:95cfs AvgPrecip:534mm AvgTemp:3C
NOOA:AAYT2,LITTLE ELM CREEK NEAR AUBREY 4E,33.2833,-96.8925,HADSLIST;HADSMAP,,USGS:08052700,,21.3391;Rf2d2b1553dc6ec41,Little Elm Creek O2 L3 Drainage:193km2 AvgFlow:57cfs AvgPrecip:1026mm AvgTemp:18C
NOOA:ABAG1,ALABAHA RIVER AT GA 203 NEAR BLACKSHEAR,31.3753,-82.2889,HADSLIST;HADSMAP,,USGS:02227270,,10.6921;R3f352af43fa9e441,Alabaha River O4 L2 Drainage:982km2 AvgFlow:318cfs AvgPrecip:1271mm AvgTemp:19C
NOOA:ABAM7,EAST FORK GRAND RIVER NEAR ALBANY 2W,40.2486,-94.3603,HADSLIST;HADSMAP,,USGS:06896400,,39.6875;Rfed4f4c806a6e341,East Fork Grand River O4 L4 Drainage:1054km2 AvgFlow:264cfs AvgPrecip:937mm AvgTemp:11C
NOOA:ABAT2,HUBBARD CREEK BELOW ALBANY 2SE,32.7328,-99.1403,HADSLIST;HADSMAP,,USGS:08086212,,631.9703;Rf6288cd3f8d1e241,Hubbard Creek O4 L3 Drainage:1201km2 AvgFlow:66cfs AvgPrecip:701mm AvgTemp:18C
NOOA:ABBG1,OCMULGEE RIVER NEAR ABBEVILLE 1E,31.9964,-83.2786,HADSLIST;HADSMAP;NOOA,http://water.weather.gov/ahps2/hydrograph.php?gage=ABBG1,USGS:02215260,,725.9013;Rbe9f9a0b5790dc41,Ocmulgee River O6 L1 Drainage:11536km2 AvgFlow:4689cfs AvgPrecip:1226mm AvgTemp:19C
