id,desc,lat,lng,modes,extra,equiv
COERG:01080,Mississippi River near Knox Landing (01080),31.0736,-91.5819,HG=1,,,,546.1656;R8b6cb3109a1de841,Mississippi River O10 L1 Drainage:2878468km2 AvgFlow:307673cfs AvgPrecip:1578mm AvgTemp:19C
COERG:01100Q,Mississippi River at Tarbert Landing-Discharge (01100Q),31.0081,-91.6236,QR=0,,,,204.9448;Ra4702d4de6a3dd41,Mississippi River O10 L1 Drainage:2878561km2 AvgFlow:307735cfs AvgPrecip:1569mm AvgTemp:19C
COERG:01120,Mississippi River at Red River Landing (01120),30.9608,-91.6644,HG=1,,,,353.8868;Rec5180204a0ce141,Mississippi River O10 L1 Drainage:2878593km2 AvgFlow:307756cfs AvgPrecip:1560mm AvgTemp:19C
COERG:01142,SW Corner of Casting Yard (01142),30.7662,-91.3928,HG=1;QR=0,,,,914.0909;R713daae0947bcd41,Mississippi River O10 L1 Drainage:2879059km2 AvgFlow:308060cfs AvgPrecip:1606mm AvgTemp:20C
COERG:01143,NE Corner of Casting Yard (01143),30.7674,-91.3802,HG=1;QR=0,,,,46.5916;R79e9ca3ba207e141, 
COERG:01145,Mississippi River nr St. Francisville (01145),30.7029,-91.3442,HG=1,,,,810.5864;Rdd24aa1aa078eb41,Mississippi River O10 L1 Drainage:2879534km2 AvgFlow:308392cfs AvgPrecip:1602mm AvgTemp:20C
COERG:01160,Mississippi River at Baton Rouge (01160),30.4292,-91.2069,HG=1,,,,848.0122;Rf628042c5e4dd941,Mississippi River O10 L1 Drainage:2880682km2 AvgFlow:309167cfs AvgPrecip:1626mm AvgTemp:20C
COERG:01220,Mississippi River at Donaldsonville (01220),30.1089,-90.9875,HG=1,,,,414.508;R9a99618a6182e641,Mississippi River O10 L1 Drainage:2880814km2 AvgFlow:309249cfs AvgPrecip:1612mm AvgTemp:20C
COERG:01260,Mississippi River at Reserve (01260),30.0544,-90.5687,HG=1,,,,352.6321;R643b434f2597e241,Mississippi River O10 L1 Drainage:2880875km2 AvgFlow:309290cfs AvgPrecip:1670mm AvgTemp:20C
COERG:01275,Mississippi River at Bonne Carre-North of Spillway (01275),30.002,-90.4661,HG=1,,,,296.815;R643b27c8a5b3ed41,Mississippi River O10 L1 Drainage:2880892km2 AvgFlow:309301cfs AvgPrecip:1666mm AvgTemp:20C
COERG:01280,Mississippi River at Bonnet Carre (01280),29.9974,-90.4248,HG=1,,,,390.082;R23db01f5dc7ae441,Mississippi River O10 L1 Drainage:2880904km2 AvgFlow:309309cfs AvgPrecip:1663mm AvgTemp:21C
COERG:01300,Mississippi River at New Orleans (Carrollton) (01300),29.9347,-90.1361,HG=1;TW=2,,,,213.3313;R448b0cacf3c9e641,Mississippi River O10 L1 Drainage:2880943km2 AvgFlow:309333cfs AvgPrecip:1651mm AvgTemp:21C
COERG:01320,Mississippi River at Harvey Lock (01320),29.91,-90.0841,HG=1,,,,561.156;R8b6c9fca14d2e541,Mississippi River O10 L1 Drainage:2880950km2 AvgFlow:309338cfs AvgPrecip:1646mm AvgTemp:21C
COERG:01340,Mississippi River at IHNC Lock (01340),29.9644,-90.0274,HG=1,,,,801.7513;R6abc6cce6d23ec41, O2 L2 Drainage:332km2 AvgFlow:13cfs AvgPrecip:1642mm AvgTemp:21C
COERG:01380,Mississippi River at Algiers Lock (01380),29.916,-89.9711,HG=1,,,,987.2186;Rd9ce030c7571ec41,Mississippi River O10 L1 Drainage:2881289km2 AvgFlow:309354cfs AvgPrecip:1647mm AvgTemp:21C
COERG:01390,Mississippi River at Alliance (01390),29.6845,-89.9699,HG=1,,,,353.1945;R83c01ef81569e641,Mississippi River O10 L1 Drainage:2881440km2 AvgFlow:309455cfs AvgPrecip:1740mm AvgTemp:21C
