DATE,FLOW,STAGE,TEMP,VDATE
2010-08-14,,,,,,42884.1036
2010-08-15,,,,,,42943.6548
2011-09-24,6.1875,0.9519,,,,45039.0556
2011-09-25,6.7708,0.9577,,,,44253.7698
2011-09-26,7.6146,0.9661,,,,44994.7745
2014-05-25,3.4688,0.9346,,,,44065.0555
2014-05-26,3,0.9255,,,,43279.7698
2014-07-18,0,0.7539,,,,44011.0552
2014-07-19,0,0.7501,,,,43225.7693
2014-09-13,0,0.8302,,,,43875.2072
2014-09-14,0,0.8265,,,,43168.7643
2015-03-26,4,0.8998,,,,43760.0555
2015-03-27,4,0.8934,,,,42974.7697
2015-06-20,0.7553,0.8178,,,,43674.0555
2015-06-21,0.4105,0.8115,,,,43676.8658
2015-07-17,0,0.6782,,,,43647.0553
2015-07-18,0,0.6665,,,,43572.2805
2015-07-24,1,0.8423,,,,43561.2073
2015-07-25,1,0.8497,,,,43566.9743
2015-08-15,0,0.7878,,,,43539.2072
2015-08-16,0,0.7697,,,,43457.159
2015-09-04,0,0.7748,,,,43598.0554
2015-09-05,0,0.7765,,,,43383.2172
2015-09-27,0,0.7847,,,,43532.7744
2015-10-02,0,0.8383,,,,43570.0554
2015-10-03,0,0.8245,,,,43335.8353
2016-04-24,52.1354,1.2827,,,,43146.4025
2016-05-28,41.6563,1.2504,,,,43112.4025
2016-06-10,22,1.11,,,,42531.3973
2016-06-16,11,1.03,,,,42536.78
2016-06-17,11,1.03,,,,42537.7603
2016-06-19,14,1.05,,,,42540.6454
2016-06-21,25,1.13,,,,42542.3697
2016-06-22,12,1.04,,,,42543.501
2016-06-26,16.8721,1.0837,,,,43083.4024
2016-06-30,22,1.11,,,,42550.7643
2016-07-01,18.7471,1.081,,,,43297.0553
2016-07-02,18.4,1.0763,,,,43222.2805
2016-07-05,9,1.02,,,,42555.9028
2016-07-11,16,1.07,,,,42562.69
2016-07-13,4,0.97,,,,42564.6636
2016-07-14,6,0.99,,,,42564.9125
2016-07-15,15.6458,1.0605,,,,43283.0553
2016-07-16,4.5053,0.9626,,,,43048.8353
2016-07-20,14,1.05,,,,42570.899
2016-07-21,19,1.09,,,,42572.6337
2016-07-25,56,1.35,,,,42576.5615
2016-07-31,7.9639,0.9907,,,,43224.7742
2016-08-04,0,0.84,,,,42586.5419
2016-08-08,2,0.92,,,,42590.5496
2016-08-11,0,0.82,,,,42593.6337
2016-08-12,55,1.36,,,,42594.4723
2016-08-13,3.8667,0.9642,,,,43175.3017
2016-08-14,11.5556,0.9994,,,,43210.7742
2016-08-15,3,0.97,,,,42597.4413
2016-08-16,2,0.95,,,,42597.8085
2016-08-17,24,1.14,,,,42599.6984
2016-08-18,0,0.79,,,,42600.6327
2016-08-19,0.9878,0.8886,,,,43169.2072
2016-08-20,1.5172,0.9127,,,,43021.1997
2016-08-21,2.2875,0.9302,,,,43026.5178
2016-08-22,0.2683,0.8516,,,,43025.518
2016-08-24,0,0.84,,,,42605.7288
2016-08-26,0,0.81,,,,42607.8476
2016-08-27,6.9844,0.9203,,,,43038.2166
2016-08-29,0,0.86,,,,42611.456
2016-09-03,1,0.91,,,,42616.3761
2016-09-07,0,0.79,,,,42619.8967
2016-09-09,0,0.8295,,,,43154.9742
2016-09-16,0.4773,0.8664,,,,43141.2073
2016-09-17,0.0824,0.8519,,,,43059.1592
2016-10-29,12,1.02,,,,42672.6399
2017-03-13,183,1.84,,,,42806.9211
2017-03-16,175,1.81,,,,42810.6126
2017-03-18,171.5,1.7935,,,,42963.2805
2017-03-20,163,1.76,,,,42814.6267
2017-03-22,178,1.82,,,,42816.612
2017-03-27,178,1.82,,,,42820.7636
2017-03-28,161,1.75,,,,42822.6117
2017-04-02,128.1667,1.6027,,,,42954.0293
2017-04-13,150,1.89,,,,42838.5156
2017-04-15,138.4896,1.8393,,,,42941.0293
2017-04-16,132,1.81,,,,42841.2733
2017-04-18,299,2.45,,,,42843.583
2017-04-23,141,1.85,,,,42847.7713
2017-04-29,106,1.72,,,,42854.6385
2017-05-25,98,1.69,,,,42879.7621
2017-05-29,106,1.67,,,,42884.1543
2017-05-31,104,1.66,,,,42886.6493
2017-06-01,106,1.67,,,,42887.4905
2017-06-03,106,1.67,,,,42889.5181
2017-06-11,72,1.53,,,,42896.8577
2017-06-16,64,1.49,,,,42902.3905
2017-06-18,55,1.44,,,,42903.8415
2017-06-20,51,1.42,,,,42906.644
2017-06-21,48,1.4,,,,42906.8323
2017-06-22,48,1.4,,,,42908.4394
2017-06-23,44,1.37,,,,42909.3005
2017-06-24,42,1.36,,,,42910.5991
2017-06-25,44,1.37,,,,42911.4587
2017-06-26,39,1.34,,,,42912.4237
2017-07-03,,,,,,42919.4519
2017-07-04,28.7813,1.2535,,,,42956.8945
2017-07-05,,,,,,42921.645
2017-07-07,27,1.24,,,,42923.5311
2017-07-09,21.875,1.2092,,,,42951.8945
2017-07-10,24,1.22,,,,42926.5753
2017-07-13,19,1.19,,,,42929.7099
2017-07-14,17,1.18,,,,42930.6699
2017-07-15,6,1.09,,,,42931.4429
2017-07-16,4.0729,1.0665,,,,42944.8945
2017-07-17,4,1.07,,,,42933.6701
2017-07-18,4,1.07,,,,42933.7548
2017-07-20,3,1.05,,,,42936.349
2017-07-21,4,1.06,,,,42937.6002
2017-07-22,4,1.06,,,,42938.5135
2017-07-26,3,1.04,,,,42942.6536
2017-07-27,3,1.04,,,,42943.6581
