DATE,FLOW,STAGE,TEMP,VDATE
2008-03-16,,,,,,42921.6162
2010-01-23,,,,,,42939.3254
2011-01-01,,,,,,42930.0359
2012-03-31,,,,,,42905.8608
2012-07-14,,,,,,42928.599
2012-12-02,,,,,,42930.0359
2013-02-09,,,,,,42905.8607
2013-10-13,375.4063,,,,,43571.0045
2014-01-01,303.3646,,,,,43426.5952
2014-07-21,286.6354,,,,,43786.6433
2014-08-03,,,,,,42923.5194
2014-08-09,,,,,,42912.7567
2014-08-10,,,,,,42923.5194
2015-02-27,,,,,,42874.9663
2015-03-26,,,,,,42929.5542
2015-03-27,,,,,,42936.5159
2015-03-29,,,,,,42929.5559
2015-05-01,,,,,,42860.8818
2015-05-02,,,,,,42929.5559
2015-05-03,,,,,,42936.5159
2015-05-10,,,,,,42923.5194
2015-05-17,,,,,,42923.5194
2015-06-12,,,,,,42935.4863
2015-06-28,,,,,,42928.599
2015-07-08,,,,,,42923.5194
2015-07-12,,,,,,42930.0359
2015-07-17,,,,,,42912.7567
2015-08-02,,,,,,42900.8539
2015-08-23,,,,,,42939.3254
2015-08-29,,,,,,42929.5559
2015-09-07,,,,,,42921.6162
2015-09-13,,,,,,42943.6235
2015-09-25,,,,,,42935.4863
2015-10-17,,,,,,42905.8607
2015-11-18,,,,,,42860.8818
2016-01-18,,,,,,42936.5159
2016-04-30,,,,,,42869.2616
2016-05-13,,,,,,42936.5159
2016-05-15,,,,,,42936.5159
2016-05-28,,,,,,42874.9663
2016-06-09,,,,,,42928.599
2016-06-11,,,,,,42532.2976
2016-06-12,,,,,,42928.599
2016-06-15,,,,,,42536.5282
2016-06-19,,,,,,42943.6235
2016-06-21,,,,,,42541.8009
2016-06-22,,,,,,42900.8539
2016-06-24,,,,,,42545.6474
2016-06-25,,,,,,42912.7567
2016-06-26,,,,,,42900.8539
2016-06-27,,,,,,42547.7942
2016-06-28,,,,,,42549.6978
2016-06-29,,,,,,42549.8745
2016-06-30,,,,,,42550.862
2016-07-02,,,,,,42943.6235
2016-07-04,,,,,,42943.6236
2016-07-05,,,,,,42556.6318
2016-07-06,,,,,,42557.5973
2016-07-07,,,,,,42558.3918
2016-07-08,,,,,,42559.5729
2016-07-09,,,,,,42928.599
2016-07-10,,,,,,42561.5092
2016-07-11,,,,,,42562.4083
2016-07-13,,,,,,42564.5086
2016-07-14,,,,,,42565.7002
2016-07-16,,,,,,42566.8259
2016-07-20,,,,,,42571.7002
2016-07-30,,,,,,42929.5559
2016-08-01,,,,,,42583.5508
2016-08-03,,,,,,42585.3258
2016-08-06,,,,,,42912.7567
2016-08-09,,,,,,42590.7497
2016-08-10,,,,,,42592.2888
2016-08-16,,,,,,42597.9285
2016-08-17,,,,,,42921.6162
2016-08-18,,,,,,42600.565
2016-08-19,,,,,,42601.681
2016-08-20,,,,,,42601.8594
2016-08-22,,,,,,42604.4314
2016-08-27,,,,,,42921.6162
2016-08-28,,,,,,42929.5559
2016-08-29,,,,,,42854.4286
2016-09-02,,,,,,42615.3787
2016-09-03,,,,,,42616.0252
2016-09-04,,,,,,42943.6235
2016-09-05,,,,,,42943.6236
2016-09-09,,,,,,42621.8819
2016-09-13,,,,,,42560.6103
2016-09-16,,,,,,42628.8761
2016-09-21,,,,,,42634.4861
2016-09-30,,,,,,42643.279
2016-10-01,,,,,,42643.8415
2016-10-05,,,,,,42647.8642
2016-10-07,,,,,,42650.4073
2016-10-16,,,,,,42658.9541
2016-11-28,,,,,,42701.7419
2017-03-09,,,,,,42803.4578
2017-03-14,,,,,,42808.7079
2017-03-15,,,,,,42808.7495
2017-03-16,,,,,,42809.8769
2017-03-19,,,,,,42929.5559
2017-03-20,,,,,,42814.6225
2017-03-27,,,,,,42820.9197
2017-04-08,,,,,,42833.4594
2017-04-16,,,,,,42841.6658
2017-04-17,,,,,,42842.319
2017-04-18,,,,,,42842.7583
2017-04-20,,,,,,42844.8136
2017-04-21,,,,,,42929.5559
2017-04-27,,,,,,42852.4983
2017-04-28,,,,,,42853.599
2017-04-29,,,,,,42869.2616
2017-05-01,,,,,,42855.9415
2017-05-06,,,,,,42860.8839
2017-05-07,,,,,,42861.9618
2017-05-11,,,,,,42865.9277
2017-05-12,,,,,,42867.4225
2017-05-14,,,,,,42869.2616
2017-05-18,,,,,,42873.6523
2017-05-20,,,,,,42874.9663
2017-05-24,,,,,,42878.9465
2017-06-01,,,,,,42886.8777
2017-06-05,,,,,,42891.3861
2017-06-15,,,,,,42900.8539
2017-06-16,,,,,,42902.6588
2017-06-17,,,,,,42903.3119
2017-06-20,,,,,,42905.8607
2017-06-21,,,,,,42906.909
2017-06-23,,,,,,42909.6766
2017-06-24,,,,,,42928.599
2017-06-27,,,,,,42912.8674
2017-06-28,,,,,,42914.6725
2017-06-29,,,,,,42914.9775
2017-06-30,,,,,,42916.3776
2017-07-01,,,,,,42917.3913
2017-07-02,,,,,,42929.5559
2017-07-04,,,,,,42919.9599
2017-07-05,,,,,,42921.6742
2017-07-06,,,,,,42922.6079
2017-07-07,,,,,,42923.5246
2017-07-12,,,,,,42928.599
2017-07-13,,,,,,42929.5559
2017-07-14,,,,,,42930.0358
2017-07-16,,,,,,42939.3254
2017-07-18,,,,,,42933.9095
2017-07-19,,,,,,42935.4863
2017-07-20,,,,,,42936.5159
2017-07-23,,,,,,42939.3254
2017-07-27,,,,,,42943.6235
