DATE,FLOW,STAGE,TEMP,VDATE
2016-06-08,30,5.12,,13.4,,42531.8661
2016-06-09,30,5.12,,13.5,,42532.5997
2016-06-10,32,5.14,,13.1,,42534.3904
2016-06-11,33,5.15,,12.8,,42533.7718
2016-06-13,30,5.12,,13.3,,42535.4497
2016-06-15,60,5.33,,9,,42539.0561
2016-06-17,65,5.36,,8.9,,42540.6727
2016-06-18,62,5.34,,11.4,,42540.5141
2016-06-21,48,5.26,,12,,42543.6978
2016-06-22,44,5.23,,12,,42544.8135
2016-06-23,39,5.2,,12.7,,42545.6573
2016-06-24,221,5.98,,10.4,,42547.7637
2016-06-26,102,5.55,,10.3,,42549.6154
2016-06-28,65,5.36,,14.3,,42550.6887
2016-06-29,62,5.34,,14.2,,42551.7904
2016-06-30,58,5.32,,14,,42552.7236
2016-07-01,53,5.29,,13.6,,42553.7598
2016-07-02,47,5.25,,14.1,,42554.7786
2016-07-03,42,5.22,,12.3,,42556.6438
2016-07-04,38,5.19,,12.8,,42558.1304
2016-07-05,38,5.19,,11.7,,42558.6548
2016-07-06,37,5.18,,12.3,,42558.6314
2016-07-07,36,5.17,,11.9,,42561.0736
2016-07-08,34,5.16,,13.1,,42560.6523
2016-07-09,33,5.15,,14.7,,42561.5248
2016-07-10,32,5.14,,12.2,,42563.5504
2016-07-11,31,5.13,,13.6,,42563.723
2016-07-13,30,5.12,,13.6,,42565.6111
2016-07-14,29,5.11,,12.9,,42568.4004
2016-07-16,28,5.1,,13.8,,42568.6516
2016-07-19,26,5.08,,12.9,,42572.9773
2016-07-20,26,5.08,,12.6,,42573.7364
2016-07-21,25,5.07,,15.6,,42573.4444
2016-07-25,25,5.07,,15.8,,42579.3256
2016-07-27,25,5.07,,15.2,,42579.4865
2016-07-29,23,5.05,,17.1,,42581.7585
2016-07-30,23,5.05,,15.3,,42584.1828
2016-08-01,22,5.04,,13.1,,42586.0603
2016-08-03,21,5.03,,13.4,,42587.6515
2016-08-08,21,5.03,,13.9,,42591.8075
2016-08-09,22,5.04,,13.9,,42592.4939
2016-08-10,21,5.03,,13.1,,42594.5705
2016-08-12,20,5.02,,16,,42595.7585
2016-08-13,19,5.01,,14.8,,42598.29
2016-08-16,18,5,,14.4,,42600.4613
2016-08-17,18,5,,16.6,,42600.7659
2016-08-18,18,5,,16.2,,42601.4911
2016-08-19,17,4.99,,16,,42602.8689
2016-08-20,17,4.99,,17.6,,42603.7188
2016-08-22,17,4.99,,13.2,,42606.8626
2016-08-23,17,4.99,,14.2,,42606.8285
2016-08-25,16,4.97,,14.1,,42609.1737
2016-08-28,16,4.97,,15.2,,42611.6806
2016-08-31,14,4.95,,13.8,,42615.0413
2016-09-02,17,4.99,,13.5,,42616.9761
2016-09-03,21,5.03,,13.8,,42617.8892
2016-09-04,20,5.02,,13.2,,42618.4533
2016-09-05,17,4.99,,11.2,,42620.6797
2016-09-08,18,5,,12.8,,42622.7673
2016-09-09,20,5.02,,13.1,,42623.7634
2016-09-11,16,4.98,,11.9,,42627.0458
2016-09-14,13,4.94,,13.4,,42628.6318
2016-09-16,13,4.94,,12.8,,42630.7522
2016-09-21,15,4.96,,9.4,,42636.9722
2016-09-28,13,4.94,,13.2,,42642.8406
2016-09-30,12,4.93,,9.9,,42645.5579
2016-10-01,12,4.93,,11.4,,42645.6029
2016-10-05,14,4.95,,11.4,,42649.7618
2016-10-07,14,4.95,,11.3,,42651.9293
2016-10-14,16,4.98,,9.7,,42658.5539
2016-10-16,827,7.16,,9.7,,42660.9078
2016-11-02,96,5.52,,9.9,,42679.0906
2016-11-03,104,5.56,,9.5,,42680.093
2016-11-04,100,5.54,,9.4,,42680.0011
2016-11-28,629,6.86,,8,,42703.4839
2016-12-03,159,5.78,,7.3,,42708.6845
2017-01-15,53,5.29,,1.7,,42753.3136
2017-01-21,250,6.07,,4.7,,42759.1796
2017-01-24,164,5.8,,4.5,,42760.4588
2017-02-19,243,6.05,,5.7,,42788.1894
2017-03-05,108,5.58,,5.8,,42800.5294
2017-03-09,118,5.62,,4.7,,42805.9149
2017-03-11,142,5.72,,5.4,,42806.3463
2017-03-13,186,5.87,,6.4,,42808.8529
2017-03-14,243,6.05,,6.3,,42810.8381
2017-03-15,253,6.08,,7.3,,42810.4227
2017-03-16,233,6.02,,6.2,,42812.9946
2017-03-17,203,5.92,,5.3,,42813.8009
2017-03-18,193,5.89,,6.3,,42813.8995
2017-03-19,562,6.75,,6.2,,42814.5673
2017-03-20,395,6.42,,5.4,,42816.9451
2017-03-27,159,5.78,,7.4,,42822.8393
2017-04-08,260,6.1,,7.7,,42834.7364
2017-04-16,147,5.74,,9.3,,42844.3316
2017-04-17,137,5.7,,8.1,,42844.6379
2017-04-18,132,5.68,,10.2,,42844.5158
2017-04-19,115,5.61,,7.7,,42846.9509
2017-04-20,118,5.62,,9.4,,42846.6272
2017-04-22,127,5.66,,10.9,,42848.5534
2017-04-27,115,5.61,,8.8,,42853.757
2017-04-28,122,5.64,,8.3,,42856.1641
2017-04-29,120,5.63,,8.8,,42856.0297
2017-05-01,113,5.6,,8.8,,42857.883
2017-05-06,108,5.58,,11,,42862.7593
2017-05-07,102,5.55,,9.4,,42863.915
2017-05-08,92,5.5,,9.7,,42864.8523
2017-05-12,100,5.54,,10.5,,42868.7907
2017-05-13,77,5.43,,9.9,,42869.7403
2017-05-14,81,5.45,,8.4,,42871.5176
2017-05-18,137,5.7,,9.5,,42876.3046
2017-05-19,125,5.65,,11.5,,42877.3613
2017-05-20,120,5.63,,11,,42876.9324
2017-05-21,108,5.58,,12,,42877.8425
2017-05-22,102,5.55,,13,,42878.681
2017-05-31,56,5.31,,11.1,,42889.1347
2017-06-01,55,5.3,,12,,42888.7493
2017-06-05,44,5.23,,8.7,,42894.0533
2017-06-08,41,5.21,,13.2,,42895.4478
2017-06-09,47,5.25,,12.4,,42896.5873
2017-06-10,56,5.31,,11.4,,42899.3143
2017-06-11,58,5.32,,11.5,,42898.6832
2017-06-12,50,5.27,,10,,42900.8471
